Citizen_ID,Age,Gender,Annual_Income,Employment_Status,Family_Size,Education_Level,Social_Category,Disability,Rural_Urban,Scheme_Eligibility
3823,36.0,Female,340144.0,Employed,5,Graduate,SC,No,Rural,1
3824,39.0,Female,180439.0,Unemployed,6,Secondary,General,No,Rural,1
3825,41.0,Female,289691.0,Employed,4,Graduate,OBC,No,Rural,0
3826,62.0,Female,169277.0,Employed,7,Graduate,General,No,Rural,1
3827,29.0,Male,342527.0,Employed,2,Graduate,General,No,Rural,0
3828,47.0,Female,192857.0,Employed,7,Graduate,SC,No,Rural,0
3829,75.0,Female,615198.0,Employed,2,Secondary,SC,No,Rural,1
3830,55.0,Female,744388.0,Employed,1,Secondary,ST,No,Rural,1
3831,70.0,Male,730215.0,Employed,5,Primary,OBC,No,Rural,0
3832,48.0,Female,860713.0,Employed,2,Secondary,OBC,No,Urban,0
3833,53.0,Female,425982.0,Self-employed,8,Graduate,OBC,,Rural,0
3834,36.0,Male,579129.0,Employed,8,Graduate,SC,,Rural,0
3835,65.0,Female,147204.0,Employed,1,Primary,OBC,No,Rural,0
3836,62.0,Female,110155.0,Employed,4,Postgraduate,SC,,Rural,1
3837,53.0,Female,994422.0,Employed,9,Secondary,OBC,No,Rural,1
3838,,Female,368457.0,Unemployed,5,,SC,No,Rural,1
3839,72.0,Female,567953.0,Employed,10,Primary,General,No,Urban,0
3840,66.0,Female,,Employed,6,Graduate,General,No,Rural,0
3841,72.0,Male,835428.0,Employed,3,Graduate,SC,No,Rural,1
3842,50.0,Male,948120.0,Unemployed,5,Postgraduate,General,No,Rural,0
3843,35.0,Male,568985.0,Employed,1,Secondary,General,No,Rural,1
3844,80.0,Female,198515.0,Employed,8,Secondary,General,No,Rural,0
3845,69.0,Female,475466.0,Employed,6,Graduate,OBC,No,Urban,1
3846,66.0,Female,182994.0,Employed,2,Graduate,OBC,No,Rural,0
3847,76.0,Female,868408.0,Employed,4,Postgraduate,OBC,No,Urban,0
3848,45.0,Female,717351.0,Self-employed,4,Secondary,OBC,No,Rural,1
3849,76.0,Other,154405.0,Unemployed,9,Graduate,OBC,,Urban,1
3850,64.0,Male,628032.0,Employed,9,Primary,OBC,,Rural,1
3851,28.0,Female,990237.0,Employed,5,Graduate,OBC,No,Rural,0
3852,74.0,Male,576761.0,Employed,3,Secondary,SC,No,Rural,0
3853,77.0,Female,713468.0,Employed,1,Graduate,SC,,Rural,0
3854,71.0,Female,603003.0,Employed,6,Graduate,General,No,Urban,0
3855,62.0,Female,294826.0,Employed,8,Primary,General,No,Rural,1
3856,50.0,Male,303856.0,Self-employed,1,Secondary,General,No,Urban,0
3857,34.0,Male,,Employed,1,Secondary,ST,No,Rural,0
3858,23.0,Female,569637.0,Self-employed,7,Secondary,General,No,Rural,0
3859,21.0,Female,826796.0,Employed,7,Primary,ST,No,Urban,1
3860,37.0,Male,475426.0,Employed,2,Secondary,General,No,Rural,1
3861,65.0,Female,873749.0,Employed,3,Graduate,SC,No,Urban,1
3862,64.0,Male,377660.0,Unemployed,2,Secondary,OBC,No,Rural,0
3863,44.0,Female,738722.0,Employed,6,Secondary,General,No,Rural,0
3864,32.0,Female,104604.0,Self-employed,8,Postgraduate,General,No,Rural,0
3865,23.0,Female,558410.0,Self-employed,8,Primary,General,No,Urban,0
3866,64.0,Other,54889.0,Unemployed,1,Graduate,General,No,Rural,1
3867,31.0,Female,794917.0,Unemployed,9,Graduate,OBC,Yes,Urban,0
3868,77.0,Female,910180.0,Unemployed,8,Postgraduate,OBC,No,Urban,1
3869,28.0,Male,868403.0,Unemployed,9,Secondary,OBC,No,Urban,1
3870,56.0,Male,624839.0,Employed,9,Graduate,SC,No,Urban,0
3871,26.0,Male,708561.0,Unemployed,6,Primary,General,No,Urban,0
3872,43.0,Female,287230.0,Self-employed,3,Postgraduate,General,No,Rural,1
3873,33.0,Male,286139.0,Employed,1,Secondary,SC,No,Urban,0
3874,22.0,Male,,Self-employed,8,Graduate,SC,No,Urban,0
3875,74.0,Male,139882.0,Employed,10,Secondary,SC,No,Rural,0
3876,69.0,Male,350102.0,Employed,3,Postgraduate,General,Yes,Rural,1
3877,78.0,Male,784611.0,Employed,7,Graduate,ST,No,Rural,0
3878,27.0,Female,317825.0,Employed,10,Primary,ST,No,Rural,0
3879,67.0,Female,151982.0,Self-employed,6,Secondary,SC,,Rural,0
3880,20.0,Female,96870.0,Self-employed,3,Secondary,ST,No,Urban,0
3881,30.0,Female,964828.0,Unemployed,6,Secondary,General,No,Urban,0
3882,60.0,Male,263328.0,Self-employed,3,Secondary,General,No,Urban,0
3883,66.0,Female,903635.0,Employed,9,Postgraduate,OBC,,Rural,0
3884,47.0,Male,209224.0,Employed,1,Graduate,ST,No,Rural,0
3885,79.0,Male,624349.0,Employed,8,Postgraduate,General,No,Urban,0
3886,71.0,Female,238691.0,Self-employed,5,Graduate,General,No,Urban,0
3887,62.0,Male,632523.0,Employed,4,Graduate,OBC,No,Urban,0
3888,23.0,Female,874322.0,Self-employed,1,Graduate,SC,No,Urban,1
3889,34.0,Male,664361.0,Unemployed,9,Secondary,General,No,Urban,1
3890,76.0,Female,897833.0,Self-employed,9,Graduate,OBC,No,Urban,1
3891,62.0,Female,585505.0,Employed,5,Graduate,General,No,Rural,1
3892,68.0,Male,360495.0,Employed,9,Postgraduate,OBC,No,Rural,0
3893,70.0,Female,870173.0,Unemployed,10,,OBC,,Rural,0
3894,36.0,Male,463870.0,Unemployed,9,Graduate,OBC,No,Urban,1
3895,59.0,Female,242386.0,Employed,7,Graduate,General,No,Urban,1
3896,52.0,Male,313552.0,Self-employed,8,Graduate,General,No,Rural,0
3897,,Female,571817.0,,1,Graduate,SC,No,Rural,0
3898,43.0,Female,617191.0,,4,Secondary,OBC,No,Rural,1
3899,68.0,Male,789568.0,Employed,10,Secondary,OBC,,Urban,0
3900,22.0,Female,157042.0,Employed,10,Graduate,General,,Rural,0
3901,46.0,Female,818013.0,Employed,4,Postgraduate,General,No,Rural,0
3902,54.0,Female,706578.0,Unemployed,9,Secondary,General,No,Rural,0
3903,37.0,Female,231644.0,Employed,3,Postgraduate,OBC,No,Urban,1
3904,66.0,Male,544897.0,Unemployed,10,Secondary,SC,No,Rural,1
3905,,Female,434333.0,Unemployed,10,Graduate,SC,No,Rural,1
3906,27.0,Male,683556.0,Employed,1,Secondary,ST,No,Rural,0
3907,22.0,Male,604393.0,Employed,5,Secondary,OBC,No,Urban,1
3908,53.0,Other,119634.0,Employed,7,Primary,General,No,Rural,0
3909,23.0,Female,429570.0,Employed,4,Secondary,OBC,No,Rural,1
3910,43.0,Male,188691.0,Employed,9,Primary,OBC,No,Rural,0
3911,21.0,Male,455155.0,Self-employed,6,Secondary,General,No,Rural,1
3912,79.0,Female,68226.0,Employed,6,Secondary,General,,Urban,1
3913,56.0,Male,75322.0,Employed,3,Primary,OBC,,Rural,1
3914,56.0,Male,953936.0,Employed,10,Secondary,SC,No,Rural,1
3915,67.0,Male,894647.0,Employed,10,Graduate,ST,No,Urban,0
3916,52.0,Female,984382.0,Employed,5,Graduate,OBC,No,Urban,0
3917,18.0,Female,974064.0,Unemployed,10,Secondary,General,No,Rural,0
3918,41.0,Male,741572.0,Employed,6,Primary,General,No,Rural,0
3919,74.0,Female,144835.0,Self-employed,4,Graduate,OBC,No,Urban,1
3920,53.0,Male,305027.0,Employed,3,Primary,General,,Rural,0
3921,23.0,Female,123079.0,Self-employed,5,Graduate,General,No,Urban,0
3922,58.0,Other,73946.0,,7,Secondary,General,No,Urban,0
3923,71.0,Female,737100.0,Employed,6,Secondary,General,No,Urban,0
3924,63.0,Female,947165.0,Employed,2,Secondary,SC,No,Urban,1
3925,77.0,Female,57253.0,Employed,1,Secondary,SC,No,Rural,1
3926,61.0,Female,129311.0,Unemployed,5,Graduate,OBC,No,Rural,0
3927,77.0,Female,869245.0,Self-employed,5,Secondary,OBC,No,Rural,0
3928,,Female,995136.0,Employed,6,Postgraduate,OBC,No,Urban,1
3929,48.0,Male,360509.0,Employed,3,Secondary,ST,,Urban,0
3930,37.0,Male,641881.0,Self-employed,1,Postgraduate,General,No,Rural,1
3931,41.0,Female,199485.0,Self-employed,4,Secondary,OBC,No,Urban,1
3932,42.0,Female,276833.0,Unemployed,4,Secondary,General,Yes,Rural,1
3933,53.0,Male,612773.0,Self-employed,10,Graduate,OBC,No,Rural,1
3934,38.0,Male,249304.0,Employed,2,Primary,SC,No,Rural,0
3935,47.0,Female,947936.0,Unemployed,8,Graduate,SC,No,Rural,1
3936,41.0,Female,852533.0,Unemployed,6,Graduate,SC,No,Urban,0
3937,61.0,Female,583119.0,Unemployed,3,Graduate,SC,No,Rural,0
3938,59.0,Female,527799.0,Employed,1,Secondary,General,No,Rural,0
3939,47.0,Female,364041.0,Employed,3,Graduate,SC,No,Urban,0
3940,39.0,Female,55004.0,Employed,8,Graduate,General,No,Urban,0
3941,45.0,Female,358068.0,Employed,4,Graduate,ST,No,Rural,1
3942,24.0,Female,464725.0,Employed,3,Secondary,SC,,Urban,1
3943,52.0,Female,87170.0,Unemployed,4,Postgraduate,General,No,Rural,1
3944,72.0,Male,617843.0,Employed,4,Postgraduate,OBC,No,Rural,0
3945,45.0,Male,457878.0,Employed,2,Postgraduate,OBC,No,Rural,0
3946,31.0,Other,168115.0,Self-employed,4,Graduate,OBC,No,Urban,1
3947,73.0,Male,940648.0,Self-employed,9,Graduate,SC,No,Urban,1
3948,27.0,Male,902362.0,Employed,4,Primary,OBC,No,Rural,1
3949,33.0,Female,228475.0,Employed,1,Postgraduate,OBC,No,Rural,1
3950,33.0,Female,348509.0,Self-employed,1,Postgraduate,SC,,Rural,0
3951,71.0,Male,374332.0,Self-employed,1,Primary,OBC,No,Urban,0
3952,48.0,Male,,Employed,5,Secondary,General,,Urban,1
3953,59.0,Male,410777.0,Employed,6,Postgraduate,ST,No,Urban,1
3954,42.0,Female,994177.0,Employed,6,Primary,General,No,Rural,0
3955,30.0,Male,113471.0,Unemployed,6,Secondary,SC,No,Rural,0
3956,23.0,Male,460372.0,Employed,9,Postgraduate,General,No,Rural,1
3957,61.0,Male,,Employed,1,Graduate,General,No,Rural,1
3958,26.0,Female,444861.0,Employed,10,Postgraduate,ST,No,Rural,0
3959,62.0,Male,371220.0,Self-employed,6,Secondary,General,,Urban,1
3960,53.0,Male,537801.0,Employed,8,Secondary,OBC,,Urban,0
3961,73.0,Female,,Employed,8,Graduate,SC,No,Urban,0
3962,60.0,Other,100151.0,Self-employed,3,Graduate,OBC,,Rural,0
3963,37.0,Female,641672.0,Employed,5,Secondary,General,No,Rural,1
3964,35.0,Other,412009.0,Employed,10,Postgraduate,General,No,Rural,0
3965,75.0,Female,607829.0,Unemployed,4,Postgraduate,ST,No,Rural,0
3966,60.0,Male,122847.0,Employed,1,Secondary,OBC,No,Rural,0
3967,74.0,Female,792459.0,Self-employed,9,Secondary,SC,Yes,Urban,0
3968,38.0,Male,261811.0,Employed,5,,OBC,No,Urban,0
3969,21.0,Female,887387.0,Employed,2,Graduate,OBC,No,Rural,0
3970,67.0,Male,976794.0,Self-employed,2,Secondary,OBC,No,Rural,0
3971,50.0,Male,543570.0,Employed,7,,OBC,No,Rural,1
3972,44.0,Female,788027.0,Unemployed,4,Graduate,General,No,Rural,0
3973,24.0,Male,473359.0,Employed,1,Postgraduate,OBC,No,Urban,1
3974,23.0,Female,992013.0,Employed,5,Secondary,General,No,Urban,0
3975,,Male,399924.0,Self-employed,2,,OBC,No,Rural,1
3976,32.0,Male,742101.0,Employed,7,Graduate,General,No,Rural,0
3977,35.0,Female,470114.0,Employed,9,Graduate,SC,No,Rural,1
3978,49.0,Female,567649.0,Employed,1,Postgraduate,OBC,No,Urban,0
3979,73.0,Female,149919.0,Employed,2,Graduate,General,,Rural,0
3980,28.0,Male,424998.0,Unemployed,6,Postgraduate,General,No,Rural,0
3981,37.0,Female,266746.0,Self-employed,8,Secondary,SC,No,Rural,0
3982,41.0,Female,244020.0,Unemployed,7,Graduate,OBC,No,Rural,1
3983,32.0,Female,636056.0,Unemployed,9,Graduate,OBC,No,Rural,1
3984,65.0,Male,93262.0,Employed,2,Postgraduate,OBC,,Rural,1
3985,24.0,Female,448722.0,Employed,9,Secondary,OBC,No,Rural,1
3986,38.0,Female,594893.0,Unemployed,4,Secondary,OBC,No,Rural,0
3987,59.0,Female,652878.0,Employed,3,Graduate,OBC,No,Rural,1
3988,43.0,Female,340375.0,Employed,7,Secondary,SC,No,Rural,1
3989,61.0,Female,653685.0,Self-employed,5,Graduate,SC,Yes,Urban,0
3990,73.0,Male,127123.0,Employed,5,Postgraduate,General,No,Rural,1
3991,31.0,Male,849947.0,Employed,2,Postgraduate,OBC,No,Rural,1
3992,74.0,Female,399355.0,Employed,6,,OBC,No,Rural,0
3993,54.0,Male,481838.0,Unemployed,6,Secondary,OBC,No,Rural,0
3994,75.0,Male,853032.0,Employed,4,Graduate,SC,,Rural,0
3995,38.0,Male,208964.0,Employed,5,Graduate,OBC,No,Urban,1
3996,35.0,Male,905742.0,Self-employed,7,Graduate,ST,No,Rural,1
3997,22.0,Female,989305.0,Unemployed,8,Graduate,General,No,Urban,1
3998,20.0,Female,218767.0,Self-employed,6,,General,No,Urban,1
3999,40.0,Female,996357.0,,5,Secondary,General,No,Urban,0
4000,43.0,Male,709789.0,Employed,3,Graduate,OBC,Yes,Rural,0
4001,54.0,Female,709966.0,Employed,7,,OBC,No,Rural,1
4002,41.0,Female,447694.0,Employed,8,Primary,General,No,Urban,1
4003,66.0,Other,688668.0,Employed,3,Graduate,OBC,No,Rural,0
4004,36.0,Female,527032.0,Employed,5,Graduate,OBC,No,Rural,0
4005,68.0,Male,745494.0,Employed,2,Graduate,OBC,,Urban,0
4006,42.0,Female,513179.0,Unemployed,10,Secondary,General,No,Urban,0
4007,38.0,Other,948212.0,Unemployed,10,Primary,OBC,No,Rural,0
4008,29.0,Female,206547.0,Employed,4,Secondary,OBC,No,Rural,0
4009,74.0,Female,902609.0,Employed,4,Graduate,General,No,Rural,0
4010,78.0,Male,727090.0,Employed,8,Secondary,General,No,Rural,1
4011,58.0,Female,202185.0,Employed,3,Graduate,OBC,No,Rural,1
4012,50.0,Female,725371.0,Employed,5,Graduate,General,No,Urban,1
4013,67.0,Male,105746.0,Employed,5,Graduate,SC,No,Urban,1
4014,70.0,Female,959507.0,Self-employed,2,Postgraduate,General,No,Urban,1
4015,21.0,Male,748213.0,Self-employed,9,Postgraduate,ST,,Rural,0
4016,80.0,Male,921627.0,Unemployed,4,Postgraduate,OBC,No,Rural,0
4017,59.0,Male,873250.0,Self-employed,9,Graduate,General,No,Urban,1
4018,74.0,Male,218393.0,Unemployed,9,Secondary,OBC,No,Urban,0
4019,24.0,Female,333453.0,Self-employed,2,Graduate,OBC,No,Urban,0
4020,39.0,Male,986192.0,Employed,9,Graduate,ST,,Rural,1
4021,72.0,Male,340320.0,Employed,9,Secondary,General,No,Urban,0
4022,50.0,Female,643167.0,Unemployed,2,Graduate,SC,No,Rural,1
4023,34.0,Female,,Employed,6,Graduate,SC,Yes,Urban,1
4024,41.0,Female,396872.0,Unemployed,9,Primary,OBC,,Urban,0
4025,78.0,Male,270084.0,Self-employed,4,Graduate,OBC,No,Rural,0
4026,78.0,Female,976920.0,Unemployed,2,Primary,General,No,Urban,0
4027,51.0,Male,771782.0,Employed,7,Primary,General,No,Rural,1
4028,45.0,Female,845016.0,Employed,9,Postgraduate,General,No,Urban,0
4029,75.0,Male,698843.0,Self-employed,6,Graduate,General,,Urban,0
4030,60.0,Female,405446.0,Self-employed,4,Graduate,General,No,Urban,0
4031,58.0,Male,958840.0,Employed,1,Secondary,ST,,Rural,0
4032,56.0,Female,593118.0,Self-employed,4,Graduate,OBC,,Rural,1
4033,39.0,Female,266897.0,Self-employed,3,Secondary,OBC,No,Urban,0
4034,66.0,Male,826522.0,Employed,7,Graduate,OBC,No,Rural,1
4035,34.0,Male,913498.0,Self-employed,10,Graduate,SC,No,Urban,1
4036,51.0,Female,840023.0,Employed,5,Postgraduate,OBC,No,Urban,0
4037,23.0,Other,143878.0,Employed,3,Secondary,General,No,Urban,1
4038,63.0,Female,175407.0,Employed,2,Graduate,OBC,No,Urban,1
4039,23.0,Male,691157.0,Unemployed,2,Graduate,OBC,No,Rural,1
4040,51.0,Male,307716.0,Unemployed,5,Secondary,OBC,No,Rural,1
4041,,Female,857827.0,Employed,8,Primary,OBC,,Urban,1
4042,27.0,Female,66738.0,Self-employed,8,Graduate,OBC,No,Urban,0
4043,38.0,Female,183703.0,Self-employed,5,Graduate,ST,No,Urban,1
4044,22.0,Female,723265.0,Unemployed,2,Graduate,OBC,No,Rural,0
4045,19.0,Female,593344.0,Employed,4,Secondary,General,No,Urban,0
4046,39.0,Female,815034.0,Employed,7,Graduate,General,No,Urban,0
4047,65.0,Male,560241.0,Employed,6,Secondary,OBC,No,Rural,0
4048,74.0,Male,433800.0,Self-employed,10,Graduate,SC,No,Urban,1
4049,19.0,Female,689604.0,Employed,7,Graduate,General,No,Urban,0
4050,27.0,Male,740807.0,Self-employed,5,Graduate,ST,No,Urban,1
4051,51.0,Male,628706.0,Self-employed,2,Graduate,SC,,Urban,1
4052,33.0,Male,873622.0,Unemployed,8,Graduate,OBC,No,Rural,0
4053,65.0,Male,76014.0,Unemployed,2,Graduate,General,No,Rural,0
4054,68.0,Female,778359.0,Employed,8,Secondary,General,No,Rural,0
4055,78.0,Female,813277.0,,7,Secondary,General,No,Rural,1
4056,56.0,Female,231350.0,Employed,3,Primary,SC,No,Rural,0
4057,,Male,961995.0,Self-employed,4,Graduate,ST,No,Rural,0
4058,29.0,Female,838212.0,Unemployed,7,Postgraduate,OBC,No,Urban,1
4059,,Male,534859.0,Unemployed,4,Graduate,General,,Rural,1
4060,64.0,Female,764618.0,,9,Secondary,ST,No,Urban,0
4061,57.0,Female,540339.0,Employed,7,,OBC,No,Rural,1
4062,55.0,Male,92192.0,Employed,1,Primary,OBC,Yes,Rural,1
4063,77.0,Female,941307.0,Self-employed,1,Secondary,General,No,Rural,0
4064,76.0,Female,411273.0,Employed,4,Graduate,ST,No,Urban,0
4065,27.0,Male,93923.0,Employed,9,Secondary,General,No,Rural,0
4066,52.0,Female,663484.0,Employed,4,Secondary,OBC,No,Rural,1
4067,68.0,Male,576683.0,Employed,5,Secondary,ST,No,Rural,0
4068,80.0,Male,414593.0,Employed,1,Graduate,ST,No,Rural,0
4069,66.0,Female,433891.0,Self-employed,2,Graduate,SC,No,Urban,1
4070,49.0,Female,802744.0,Unemployed,4,,OBC,No,Urban,1
4071,24.0,Female,458995.0,Employed,4,Secondary,General,No,Rural,1
4072,38.0,Male,645316.0,Self-employed,10,Graduate,SC,No,Rural,1
4073,37.0,Male,997226.0,Employed,6,Graduate,OBC,,Rural,1
4074,,Female,450327.0,Employed,6,Secondary,General,,Urban,0
4075,80.0,Male,816751.0,Unemployed,8,Secondary,OBC,,Rural,1
4076,21.0,Female,,Unemployed,9,Secondary,OBC,No,Urban,0
4077,63.0,Female,929608.0,Employed,1,Graduate,OBC,No,Urban,0
4078,69.0,Female,777688.0,Self-employed,1,Primary,OBC,No,Rural,1
4079,39.0,Female,305315.0,Self-employed,6,Graduate,OBC,,Urban,1
4080,32.0,Male,339068.0,Employed,4,Secondary,SC,No,Rural,1
4081,73.0,Male,495919.0,Employed,4,Graduate,OBC,No,Rural,0
4082,57.0,Male,344721.0,Self-employed,1,Secondary,General,No,Rural,0
4083,38.0,Female,188783.0,Employed,9,Graduate,SC,No,Rural,0
4084,32.0,Female,659836.0,Employed,3,Postgraduate,SC,No,Urban,1
4085,39.0,Female,307288.0,Unemployed,5,Postgraduate,General,No,Urban,0
4086,69.0,Female,543085.0,Employed,10,Primary,SC,,Urban,0
4087,45.0,Other,545187.0,Employed,1,Secondary,ST,No,Rural,1
4088,31.0,Male,699381.0,Employed,8,Graduate,OBC,No,Rural,0
4089,44.0,Male,285835.0,Unemployed,3,Secondary,General,No,Rural,0
4090,78.0,Male,971600.0,Employed,1,Graduate,SC,No,Urban,1
4091,58.0,Female,902987.0,Employed,10,Postgraduate,General,No,Rural,0
4092,57.0,Male,401992.0,Employed,6,Graduate,General,No,Rural,0
4093,75.0,Female,256084.0,Employed,1,Secondary,OBC,No,Rural,1
4094,45.0,Female,,Self-employed,3,Graduate,General,No,Rural,0
4095,43.0,Female,437554.0,Self-employed,5,Postgraduate,SC,No,Rural,1
4096,66.0,Female,803315.0,Employed,4,Graduate,SC,No,Rural,1
4097,80.0,Male,520336.0,Unemployed,7,Graduate,OBC,No,Rural,1
4098,,Male,973469.0,Unemployed,6,Postgraduate,SC,No,Rural,0
4099,42.0,Female,258072.0,Self-employed,3,Postgraduate,General,No,Rural,0
4100,73.0,Male,298029.0,Employed,8,Postgraduate,OBC,No,Urban,0
4101,79.0,Male,259047.0,Employed,8,Graduate,OBC,No,Rural,0
4102,20.0,Female,415169.0,Unemployed,2,Graduate,General,,Rural,0
4103,25.0,Male,180509.0,Employed,7,Graduate,General,Yes,Urban,0
4104,61.0,Female,812072.0,Employed,1,Secondary,General,No,Rural,0
4105,50.0,Female,345107.0,Unemployed,2,Graduate,General,No,Urban,1
4106,59.0,Male,577561.0,Self-employed,8,Graduate,OBC,,Rural,0
4107,69.0,Female,589618.0,Employed,1,Postgraduate,SC,No,Rural,1
4108,52.0,Male,,Unemployed,2,Postgraduate,SC,,Rural,0
4109,23.0,Female,650710.0,Employed,1,Secondary,SC,No,Urban,1
4110,56.0,Male,958521.0,Self-employed,5,Graduate,SC,,Rural,1
4111,69.0,Female,53212.0,Employed,7,Graduate,General,,Rural,0
4112,40.0,Male,282131.0,Employed,6,Postgraduate,General,No,Rural,0
4113,42.0,Male,526657.0,Employed,6,Primary,OBC,No,Rural,1
4114,76.0,Male,661882.0,Employed,6,Graduate,General,No,Rural,0
4115,67.0,Male,182152.0,Employed,8,Graduate,OBC,,Rural,0
4116,60.0,Male,344819.0,Employed,5,Postgraduate,ST,,Urban,0
4117,36.0,Female,72007.0,Unemployed,10,Graduate,General,,Rural,0
4118,22.0,Female,688093.0,Employed,7,Graduate,ST,,Urban,1
4119,68.0,Male,394785.0,Unemployed,3,Postgraduate,General,No,Rural,0
4120,28.0,Male,670103.0,Employed,9,Graduate,ST,Yes,Rural,1
4121,,Female,883247.0,Unemployed,10,Primary,General,No,Urban,0
4122,29.0,Female,919914.0,Employed,3,Secondary,OBC,No,Urban,1
4123,27.0,Male,837071.0,Employed,6,Graduate,OBC,No,Rural,0
4124,25.0,Female,375737.0,Employed,3,Secondary,SC,,Rural,1
4125,41.0,Male,562164.0,Employed,1,Graduate,OBC,No,Urban,0
4126,77.0,Female,128038.0,Self-employed,1,Graduate,OBC,No,Urban,1
4127,45.0,Male,406043.0,Unemployed,3,Postgraduate,ST,No,Urban,0
4128,58.0,Male,840168.0,Employed,4,Graduate,General,No,Urban,1
4129,53.0,Female,827794.0,Employed,2,Graduate,General,No,Rural,0
4130,54.0,Male,66473.0,Employed,9,Primary,OBC,No,Urban,0
4131,,Female,703059.0,Employed,8,Graduate,OBC,No,Rural,0
4132,25.0,Male,175801.0,Unemployed,3,Secondary,General,No,Rural,1
4133,72.0,Female,944030.0,Employed,7,Graduate,SC,No,Urban,0
4134,26.0,Female,660911.0,Employed,4,Graduate,SC,No,Rural,1
4135,64.0,Male,558252.0,Employed,5,Secondary,SC,No,Rural,0
4136,32.0,Female,275097.0,Employed,4,Secondary,SC,No,Rural,0
4137,65.0,Female,348964.0,Employed,9,Graduate,OBC,No,Urban,1
4138,63.0,Female,265933.0,Employed,7,Graduate,ST,No,Rural,0
4139,57.0,Female,369733.0,Employed,4,Graduate,OBC,No,Rural,0
4140,35.0,Female,771167.0,Employed,8,Postgraduate,OBC,No,Rural,0
4141,59.0,Male,330558.0,Employed,2,Postgraduate,OBC,,Rural,0
4142,77.0,Male,439522.0,Unemployed,7,Graduate,OBC,Yes,Urban,0
4143,37.0,Female,74220.0,Employed,1,Secondary,General,No,Rural,0
4144,23.0,Female,634819.0,Employed,8,Graduate,General,No,Rural,0
4145,29.0,Male,422146.0,Employed,6,Graduate,ST,No,Rural,0
4146,19.0,Female,557409.0,Employed,5,Graduate,OBC,No,Rural,0
4147,24.0,Female,747785.0,Employed,9,Graduate,SC,No,Rural,0
4148,33.0,Male,59387.0,Self-employed,9,Primary,OBC,No,Rural,0
4149,,Male,295752.0,Self-employed,3,Postgraduate,General,,Rural,0
4150,62.0,Female,651103.0,Employed,9,Graduate,ST,No,Rural,1
4151,20.0,Male,601872.0,Self-employed,9,Secondary,OBC,No,Urban,0
4152,44.0,Female,619071.0,Employed,2,Secondary,ST,Yes,Urban,1
4153,67.0,Female,745169.0,Employed,5,Secondary,General,No,Rural,0
4154,60.0,Male,759687.0,Self-employed,2,Graduate,OBC,No,Rural,0
4155,57.0,Male,698782.0,Self-employed,1,Graduate,OBC,,Rural,0
4156,55.0,Male,690102.0,Self-employed,7,Graduate,OBC,No,Urban,0
4157,50.0,Female,300139.0,Employed,4,Secondary,OBC,Yes,Rural,0
4158,45.0,Female,967184.0,Employed,5,Secondary,OBC,No,Rural,1
4159,18.0,Male,550228.0,Employed,4,Graduate,OBC,No,Urban,0
4160,72.0,Female,716217.0,Unemployed,6,Secondary,OBC,No,Rural,0
4161,25.0,Male,747621.0,Employed,2,Graduate,OBC,No,Rural,0
4162,54.0,Male,910020.0,Self-employed,8,Secondary,OBC,No,Rural,1
4163,49.0,Male,984499.0,Employed,4,Secondary,OBC,No,Rural,0
4164,77.0,Male,296509.0,Employed,8,Graduate,ST,No,Rural,0
4165,65.0,Male,63580.0,Unemployed,3,Postgraduate,General,No,Urban,0
4166,60.0,Male,592528.0,Unemployed,5,Secondary,General,No,Rural,1
4167,54.0,Female,828639.0,Employed,3,Graduate,General,No,Urban,1
4168,21.0,Female,395590.0,Self-employed,7,Secondary,SC,Yes,Urban,0
4169,47.0,Male,518968.0,Employed,3,Graduate,OBC,No,Urban,1
4170,23.0,Male,940965.0,Employed,8,Postgraduate,OBC,No,Urban,1
4171,63.0,Male,828559.0,Self-employed,9,,OBC,No,Urban,1
4172,71.0,Male,533663.0,Self-employed,2,Secondary,OBC,No,Rural,1
4173,36.0,Female,478082.0,Self-employed,3,Secondary,OBC,No,Rural,0
4174,49.0,Male,655262.0,Self-employed,7,Graduate,SC,No,Urban,0
4175,26.0,Male,647689.0,,5,,ST,No,Rural,1
4176,29.0,Male,263165.0,Self-employed,10,Primary,ST,No,Rural,0
4177,28.0,Male,455427.0,Employed,7,Primary,OBC,Yes,Rural,1
4178,63.0,Male,502201.0,Unemployed,2,Postgraduate,SC,,Urban,1
4179,72.0,Female,214340.0,Unemployed,4,Graduate,SC,Yes,Urban,0
4180,33.0,Male,840078.0,Employed,1,Graduate,SC,,Rural,1
4181,18.0,Male,,Employed,5,Postgraduate,General,No,Rural,0
4182,,Female,822411.0,Employed,8,Secondary,General,No,Rural,0
4183,62.0,Female,354960.0,Unemployed,1,Postgraduate,OBC,No,Urban,1
4184,72.0,Female,139460.0,Employed,7,Postgraduate,General,No,Rural,0
4185,70.0,Female,356256.0,Self-employed,7,Secondary,ST,No,Rural,1
4186,38.0,Male,101048.0,Employed,7,Graduate,OBC,No,Rural,0
4187,47.0,Female,780806.0,Employed,1,Graduate,SC,No,Urban,1
4188,30.0,Female,,Self-employed,3,Postgraduate,General,No,Urban,0
4189,51.0,Male,882184.0,Employed,2,Secondary,SC,No,Rural,0
4190,21.0,Female,528193.0,Employed,5,Graduate,SC,No,Urban,0
4191,45.0,Female,907158.0,Employed,2,Postgraduate,ST,No,Rural,0
4192,55.0,Male,786200.0,Unemployed,5,Graduate,General,No,Rural,1
